NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                             MESSAGE
kube-system                   39m         Normal    Pulled                                   pod/anetd-2r7gz                                                    Container image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.14@sha256:2170ed688661e1b038eaed32840e7d207a13589471bd7251ccc0c184cbb1eb3f" already present on machine and can be accessed by the pod
kube-system                   39m         Normal    Started                                  pod/fluentbit-gke-lbhr6                                            Container started
kube-system                   39m         Normal    Pulled                                   pod/anetd-2r7gz                                                    Container image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251009_2300_RC0@sha256:4c8e8cc4f739fc539e35c1581af031232d8885ee10f28484cb2085f5dfbb2b7d" already present on machine and can be accessed by the pod
kube-system                   39m         Normal    Started                                  pod/netd-drwst                                                     Container started
kube-system                   39m         Normal    Pulling                                  pod/fluentbit-gke-lbhr6                                            Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   39m         Normal    Created                                  pod/anetd-2r7gz                                                    Container created
kube-system                   39m         Normal    Started                                  pod/anetd-2r7gz                                                    Container started
kube-system                   39m         Normal    Pulling                                  pod/konnectivity-agent-5446844985-k8xgt                            Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   39m         Normal    Pulling                                  pod/antrea-controller-horizontal-autoscaler-5f556bf8c6-w4z9q       Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.2-gke.24@sha256:1d07b99750cfa777b55d7a66e73c4e4241dca6b215715478deb5793263a91527"
kube-system                   39m         Normal    Created                                  pod/anetd-2r7gz                                                    Container created
gke-managed-cim               39m         Normal    Created                                  pod/kube-state-metrics-0                                           Container created
kube-system                   39m         Normal    Pulling                                  pod/kube-dns-78d5d95979-p2v8j                                      Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831"
gke-managed-cim               39m         Normal    Pulled                                   pod/kube-state-metrics-0                                           Container image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260410.00_p0@sha256:48b18ce5260a479f47611fdff76075e816422c28dce0cab772ba627c508159b4" already present on machine and can be accessed by the pod
kube-system                   39m         Warning   Unhealthy                                pod/anetd-2r7gz                                                    Startup probe failed: Get "http://127.0.0.1:9879/healthz": dial tcp 127.0.0.1:9879: connect: connection refused
kube-system                   39m         Normal    Started                                  pod/anetd-2r7gz                                                    Container started
